"","GeneID","TCGA-AO-A12D","TCGA-C8-A131","TCGA-AO-A12B","TCGA-BH-A18Q","TCGA-C8-A130","TCGA-C8-A138","TCGA-E2-A154","TCGA-C8-A12L","TCGA-A2-A0EX","TCGA-AO-A12D","TCGA-AN-A04A","TCGA-BH-A0AV","TCGA-C8-A12T","TCGA-A8-A06Z","TCGA-A2-A0CM","TCGA-BH-A18U","TCGA-A2-A0EQ","TCGA-AR-A0U4","TCGA-AO-A0J9","TCGA-AR-A1AP","TCGA-AN-A0FK","TCGA-AO-A0J6","TCGA-A7-A13F","TCGA-BH-A0E1","TCGA-A7-A0CE","TCGA-A2-A0YC","TCGA-AO-A0JC","TCGA-A8-A08Z","TCGA-AR-A0TX","TCGA-A8-A076","TCGA-AO-A126","TCGA-BH-A0C1","TCGA-A2-A0EY","TCGA-AR-A1AW","TCGA-AR-A1AV","TCGA-C8-A135","TCGA-A2-A0EV","TCGA-AN-A0AM","TCGA-D8-A142","TCGA-AN-A0FL","TCGA-BH-A0DG","TCGA-AR-A0TV","TCGA-C8-A12Z","TCGA-AO-A0JJ","TCGA-AO-A0JE","TCGA-AN-A0AJ","TCGA-A7-A0CJ","TCGA-AO-A12F","TCGA-A8-A079","TCGA-A2-A0T3","TCGA-A2-A0YD","TCGA-AR-A0TR","TCGA-AO-A03O","TCGA-AO-A12E","TCGA-A8-A06N","TCGA-A2-A0YG","TCGA-BH-A18N","TCGA-AN-A0AL","TCGA-A2-A0T6","TCGA-E2-A158","TCGA-E2-A15A","TCGA-AO-A0JM","TCGA-C8-A12V","TCGA-A2-A0D2","TCGA-C8-A12U","TCGA-AR-A1AS","TCGA-A8-A09G","TCGA-C8-A131","TCGA-C8-A134","TCGA-A2-A0YF","TCGA-BH-A0DD","TCGA-BH-A0E9","TCGA-AR-A0TT","TCGA-AO-A12B","TCGA-A2-A0SW","TCGA-AO-A0JL","TCGA-BH-A0BV","TCGA-A2-A0YM","TCGA-BH-A0C7","TCGA-A2-A0SX"
"17","NP_004439",9.668177053,0.197405944,-1.49127021,-5.187378761,-2.960520968,-0.504401755,-3.894260277,0.039529446,-1.643794774,9.438236737,0.038221688,-1.532118744,-1.016656896,-1.672299796,-4.419111833,3.322969805,-2.79560068,-4.777965195,-3.406004569,-3.862382841,-4.037568559,-2.062566865,-2.300494535,-2.566692512,-3.099008283,-2.587275704,-1.931248846,-3.826979346,1.663244082,3.853287222,-0.326769836,-2.860426167,5.800973058,-2.529415471,-1.038266581,3.886440649,-3.25220905,-4.251877881,-3.13036574,-1.396938562,-5.887759803,-2.057753605,5.63558909,-1.705795479,2.995442961,-3.11242774,-4.918635653,-2.036446595,-2.766468107,-3.937133699,-4.431969208,-1.537593726,-2.672131554,-2.304399248,-1.209779488,5.767942272,-1.606471046,-2.407032351,-4.804515175,-2.531862205,-4.682292115,4.567835686,-2.018332468,-5.421009682,-4.562805672,-3.6858027,2.10302952,-3.383772057,-4.140613859,-2.421825219,0.992271271,-2.258297921,-4.773258292,-4.404097805,-4.308558215,-1.770735889,-3.62310395,-3.322351309,-2.77904933,-4.891209269
"18","NP_004487",-0.770669919,-0.595978718,1.607237584,-5.548680002,1.113076164,0.618339969,1.235234449,-1.27642164,-0.281869322,-0.541167672,-1.944311554,-2.756856289,0.313575052,-0.878573571,-4.433805902,-0.539485587,0.063238772,-2.461183991,0.833231899,-0.180192772,1.290427362,-0.385633231,-0.725596364,-0.249162506,-4.333116211,1.304282082,0.185226742,1.521871323,-0.888062226,-0.065737447,1.93290778,-5.927409068,-0.353270031,-0.428968749,1.395436923,-0.878642064,-1.723080965,-1.330953003,-3.990673958,-2.753687627,-0.069791196,0.16657302,-0.130852086,1.163174434,-1.502008847,1.892674023,1.425585171,-3.944973803,2.638445842,-0.79139057,-0.556936151,1.90947932,1.527064143,0.351676708,1.78549521,0.932785502,2.306637816,-3.79720438,1.347254442,-2.668552626,-0.830571338,0.448256861,-4.992013963,-6.269245331,-0.961051923,0.791395835,2.279534401,-2.309109161,-4.582115061,1.163060874,0.361137688,-0.056118487,-0.196543194,2.316413722,0.213348141,-4.527417184,0.835910153,-3.283371818,1.016391909,-5.650907946
"19","NP_005219",0.402747916,1.245807104,-2.386456272,-1.922286065,-2.422622474,-2.625542471,-3.284591791,1.445952169,-1.212330788,0.232117062,-1.845349828,-0.169049962,-3.022629674,0.215424743,-0.271710932,-1.657388621,7.158671628,4.263791799,-2.327072591,-3.175592334,-3.266925977,-0.394102593,-2.336652911,-0.778635653,-1.009546779,-3.854202731,-2.87259734,-5.435575428,-0.0149606,-1.386473952,-2.259793375,-0.841793786,-3.57196415,-3.849026981,-1.951240063,-2.617623398,-1.574649118,-3.96271889,-0.462687316,1.834714991,-3.212993237,-2.971016174,-2.181142282,-1.678729725,-2.11909263,-2.790221286,-5.023415006,-1.260722632,-5.051767294,-3.102801042,-3.698934732,-3.394985663,-4.54842587,-2.339668898,-3.385087171,-0.247263248,-1.092875508,3.339012039,-2.553361707,-0.27759068,-5.152014161,-2.249127116,0.651685412,-1.206442749,-3.113319408,-2.986130001,-3.074446989,1.359174788,0.966672045,-1.903209174,-1.098212085,1.025448363,-5.293173127,-4.855177168,-3.372658677,-1.959119577,-3.99772744,-0.373667464,-2.540300233,-1.774955086
"20","NP_005931",1.736177274,0.739821988,-2.275597317,-0.132506769,1.286909214,0.735368422,-0.243776136,0.269820886,0.419728638,1.272936325,0.450562213,2.246685801,2.162299964,-0.385119437,-1.182743193,1.241126431,-2.791773586,-2.512267364,1.485422125,0.581068996,2.127572095,-0.09767493,1.496134983,-1.425287284,-2.186841554,3.26979504,-2.592063021,1.600688949,1.067576618,2.215861855,-0.672638859,-2.01282362,-3.380424784,-4.063756665,-0.315384352,-0.553438861,0.534203351,0.848216202,0.621734807,-1.433300346,0.8623954,-2.119384821,1.11619942,-3.116597902,-0.547343935,-0.27555738,1.672323648,-1.588250528,0.010186893,2.688085623,0.708139477,-4.245500594,-1.544721036,-5.009310104,-1.632442898,-1.180482316,-0.883244676,-0.387972974,0.558832029,-1.734127948,1.303308814,2.290956435,-2.833039727,2.545752595,-2.622836682,2.565313486,-3.363273158,-1.788865992,1.93444268,-2.050844398,0.593413616,-1.85222228,-1.902742582,-2.688283265,-2.288816258,-2.452056893,-1.143295363,0.380700331,1.317617405,-1.691537192
"21","NP_006092",0.078915072,1.326764723,-1.560557057,0.014690033,0.434143308,0.014912006,-2.012567421,1.758490552,-1.966454798,0.092852513,0.608900974,-0.644774463,0.147827301,0.30991596,2.013216757,1.281290612,0.26607477,0.73002436,-1.328657924,-3.212827964,-2.578433112,-2.08515183,0.79707304,1.62569323,1.840579713,-0.641496811,-1.644480431,-0.043733327,-3.480167677,-1.206537098,-2.644092289,1.684284858,-1.090280198,-1.670496737,0.471754075,-3.268029803,-1.185365594,-1.129798923,0.065064784,0.171163373,-1.596890847,2.242424442,-1.899852469,-0.910738958,-0.957523156,0.216231419,-1.170238799,1.630388261,2.262509179,1.047231397,-1.251545433,-1.459412688,-0.417310518,0.139099935870707,0.0218764560922172,3.773017451,-1.662372601,1.578127468,-3.390196022,-1.725164642,-1.613441414,0.585006366,-0.022299684,3.60687876,1.165593329,-1.551447598,-0.603378656,1.416135719,1.334001046,-0.207296851,3.284529676,-1.594520432,-0.247802403,-1.42640302,0.789038922,2.358006596,-1.305742717,0.889726625,-0.585681465,0.501161736
"22","NP_006614",-2.03552291,2.585655692,-1.125435658,1.352842777,-0.389103777,-1.440629382,-4.184040976,1.632378573,-2.47670786,-1.801878328,-1.644127652,1.281741069,-1.994143631,-0.131043053,-1.601524152,1.006835376,1.842837627,-0.589128621,-2.80212473,0.667952132,-2.496283396,0.650452028,-4.092342963,0.853183228,4.76330079,-1.470327577,-5.070116176,-4.56499893,3.529124816,-1.623990598,-5.261167895,1.664767694,-2.268663685,-3.638201474,-2.545609896,1.548400784,-1.160160186,0.424954491,1.496501987,3.743708651,-3.180202754,-1.329384685,2.491394064,-0.606249227,-2.848703456,-0.903012054,-5.327613127,0.438482237,3.660729749,-2.784518584,-1.822011779,-1.990096099,2.251439017,-1.523040846,-4.233231746,-0.095107965,-1.4771987,4.335301994,-2.456537901,1.308914529,-2.57077968,-2.73116912,3.332812936,2.44928658,-0.477889835,1.275512803,0.487742427,2.164222612,2.234663498,-2.508892146,0.684916255,-0.551999317,-3.048752043,-1.175168945,1.326135908,0.109961258,-2.280426841,1.988031105,-0.188510071,1.317465412
"23","NP_006836",-0.218249185,2.456123502,-1.610443586,0.181959126,0.555498456,-1.634457758,-2.622235906,0.135484212,-1.812628508,-0.493524537,-1.129526678,-0.05096232,-0.553413183,-0.368320998,2.215260203,0.079712201,0.863101483,1.27691694,-1.852020451,-0.974552876,-3.008741153,0.111235994,0.102028695,0.150112327,1.221947606,-0.673071316,-1.850205598,-1.451702726,-1.067578449,-1.094976249,-0.991606958,1.912914492,-0.661398575,-0.190814009,-0.524216996,-0.878642064,-2.039548865,-0.459285321,-1.778452826,-0.251542366,-1.62968133,0.471927682,-0.827825735,-0.511519088,-1.349552853,-0.101129826,0.387931579,1.635313493,2.694506572,1.118304179,-2.498886356,-1.670264579,0.701930358,-0.332011894,-1.423928949,0.533800538,-1.623940282,0.998889123,-2.5568197,-0.154345219,-0.047701261,1.405503393,1.033116538,3.264258086,1.096047271,-0.646820269,-0.124676024,1.750306514,1.941506699,-1.051467494,1.158852998,-0.173255691,-0.137961241,-0.761203706,1.107437734,0.301484674,-1.985369402,-1.270195756,-0.28222467,0.998689889
"24","NP_008950",-2.229822616,-0.235717316,-1.635386851,-0.480426483,0.847406786,-0.17891637,-1.463113107,1.876377837,-3.752340515,-2.432233656,-2.666732153,-2.318245047,3.088787391,-0.578301481,2.549550266,0.52151819,0.545452655,2.100260714,-3.643530639,-2.207465956,-2.711437416,-3.109944606,3.022821985,-0.053865033,1.016788999,-2.003147355,-3.019098596,-2.702036875,-1.940680074,1.517706864,-2.425041908,1.246542753,-1.365097548,-1.857897188,-1.737052736,0.586483943,-2.17957891,2.268866896,-0.726563366,-1.517386971,-1.475097623,0.413097885,1.72253524,-1.939237607,-1.33866314,2.958620187,0.046553687,0.69213166,3.822316561,-1.350702462,-0.630830755,-2.750584379,0.50313575,-0.074272143,-2.038199771,0.834729876,-2.983046842,0.141616371,-3.680667437,-0.602510532,2.94062566,1.477296883,-1.855391016,2.376105465,0.466472428,-1.996693861,-0.060492431,-0.99900775,1.733118132,-2.826875707,3.58719225,-0.587140478,-2.071165698,-1.389288896,2.374600682,1.701803418,-1.610745912,-1.435285365,0.938296411,-0.461123256
"25","NP_054895",-0.1877708,-0.053562674,-0.518482879,-0.717948595,1.923203774,-0.295944823,-2.772771334,1.5446485,-2.938186732,0.316408763,-1.334047578,-0.681887722,0.135077474,0.584990393,3.541399906,0.996794331,0.702363522,1.036524597,-1.634623709,-2.75772582,-2.35545531,-2.003281333,0.407366095,0.614486317,1.922643156,-1.517689335,-3.025332692,-1.469615823,-2.851860899,-0.580356848,-2.467314789,0.794859816,-1.327622455,0.691529782,0.825163165,0.504327344,-1.574649118,-1.138180343,-1.232627024,-0.437896509,1.24651249,-0.326476711,0.025420032,-1.117115332,-0.92122411,1.647990926,1.148426883,1.494944395,1.642543455,0.592983617,0.004662843,-2.217531846,0.051082257,0.658251358,-1.945213821,2.643687128,-4.104571793,-1.331303994,-2.141860535,-0.183475964,0.140187557,0.561075202,-1.185109135,2.49585638,1.381552141,-0.894179305,-1.48590306,-0.080038065,1.118548459,-1.149890977,2.925557787,0.7404145,-4.008031528,-0.22162143,0.419181717,3.585640294,-1.647213686,-2.194238983,1.065480509,-2.063938505
"26","NP_057427",0.490373274,0.764109274,-1.108806815,-0.179342115,0.106156422,-0.409316137,-2.742664249,0.179349249,-2.506722746,0.327403332,-1.010772607,-0.671765924,0.203076551,0.717278097,2.160157445,-0.375481849,-0.020957303,0.585788954,-1.40514937,-2.509488288,-1.381394381,-0.075089966,0.73680908,1.078860307,1.761672557,-0.270496373,-2.308411653,-0.409160499,-1.388531694,-0.969020452,-1.760204786,0.03647859,-1.015330011,-2.306877436,1.882713093,-0.265890766,-1.364604051,-0.505383131,-0.415695691,-0.342446826,-0.706863443,-0.04073198,-2.153013301,-0.619782104,-1.01560163,1.480831186,-0.683521805,2.386411297,2.43069137,1.059591881,-1.632841592,-2.193840622,0.429608977,0.983817359,-0.358817156,0.090859603,-0.649156914,-0.632908046,-2.885329038,-0.781776657,0.229658423,-0.488477245,0.185080345,2.249701721,0.126062775,-0.565545158,-1.18370531,0.922474318,2.241727517,-1.399735203,1.189353877,-0.516858156,-1.349875399,-1.651942702,0.293751882,1.359573052,-1.358786751,7.71e-05,0.944990311,1.457488306
"27","NP_057547",0.0661062610540512,0.0581742099834008,-0.372940965862434,-2.624816256,-2.350465359,-0.248402014,-0.202378893,-2.326440944,-0.82213727,-0.504519106,2.004261309,-2.011217178,-0.387665432,1.790278363,-1.292948709,-1.801310269,-1.410192539,1.309970887,1.465292797,0.622441918,0.425899389,-0.577605432,2.850065298,-0.795995429,-3.32941718,3.005358558,1.796740554,1.009556758,-4.856458713,-0.20968693,1.314186528,-2.693136191,-0.30330324,-0.346981051,-3.102496946,-7.050656525,0.018892788,1.921037965,-2.320663888,-1.967364048,-0.032316358,-1.127682523,-2.574948021,0.730122372,-2.021085206,-5.130457637,1.699363481,-1.615339301,1.055554631,1.516929782,-1.094888871,1.28876926,0.375144701,1.43418366,1.870027891,-1.508461482,1.904845388,-0.629598112,0.939211263,-2.155403342,2.202491017,-0.283352988,-2.270151075,-3.694600654,-1.078182127,-0.304051321,-2.956777069,-2.601508606,-2.593593647,2.143510186,-0.659468664,-0.872174341,1.106905266,0.560630124,-0.371991088,-1.868067461,-0.583017755,0.421775521155017,-0.347399010153462,-0.0978674344189534
"28","NP_058518",-2.938445075,-5.522249808,2.017415717,-8.218294727,1.149154721,-4.907597311,3.098110376,-4.711602288,3.976492628,-2.135380275,1.704077408,-4.922921037,-2.83138227,3.346233739,-6.013418291,-5.211918627,-8.762040715,-5.670421767,2.528121314,-0.982827461,2.745650917,-0.893794939,-2.513427195,-4.741004372,-3.556669791,4.663020089,3.645150015,3.108971689,-3.689603269,-3.534919982,5.137960725,-7.472053183,-6.361776646,3.803158105,1.173217572,-5.048089437,-2.871327329,-7.730167191,-6.195665609,-5.778533534,-7.709973803,-3.21473962,-8.882090728,-6.973467833,-1.995675873,-1.138004731,-0.649722014,-2.959927502,2.038266258,1.597272927,-2.776730068,2.556249727,1.13219814,1.51286211,-2.243895964,-3.303893821,3.539965877,-6.150567031,-0.772495291,-4.665129096,-4.673345029,-6.638786212,-8.350829798,-5.277973866,-1.345385403,4.575989071,-3.823255575,-7.416605964,-6.842601215,-0.971971603,1.123659675,-0.34115235,-3.414889251,2.096583905,-1.976849745,-2.618462483,-1.524549357,-3.060959428,1.812965997,-4.414535589
"29","NP_058519",-3.026070432,-5.372478214,2.025730139,-7.70310592,1.15243459,-5.284282645,2.861017076,-4.116682734,4.186596829,-2.30029882,1.928390653,-4.787963732,-2.984380193,3.650705439,-6.013418291,-6.359944797,-9.114133392,-5.63736782,2.274491781,-1.028337675,2.413140159,-1.015189124,-2.513427195,-4.697604934,-3.71764039,4.663020089,3.458127135,3.058815019,-3.428488764,-3.441352818,5.072629909,-7.642131326,-6.465874127,3.584524245,3.475731338,-4.890622623,-2.190781313,-7.730167191,-6.427008995,-5.735353915,-7.775554769,-3.422044621,-8.83208365,-6.827989405,-1.933967495,-1.099243052,-0.791681137,-2.918063034,2.038266258,2.165855182,-2.336318226,2.442531853,1.004207091,1.54270566,-2.331246402,-3.303893821,3.505027405,-6.150567031,-0.720625396,-4.456732226,-4.15888755,-6.635367475,-8.173075487,-5.297932352,-1.528401345,4.632528279,-3.860696005,-7.143193495,-6.726044897,-1.077966124,0.689608698,-0.278679174,-3.345323181,2.073744444,-2.09906343,-2.69067623,-1.521234105,-3.060959428,1.812965997,-4.414535589
"30","NP_060601",-0.317303937,0.630529203,-0.055646742,-1.109358273,1.427943575,0.56714002,-1.820634749,0.955212077,-0.882167042,-0.797707631,-0.700692532,-0.810097162,0.449573206,0.261620449,3.126292464,-3.019623755,0.162743224,0.249239674,-0.169208633,-1.760638397,-3.278661651,-1.667329982,1.785401994,0.501647777,0.593846641,0.54254714,-0.936910536,-2.730697829,-7.02153315,-0.558764426,-2.309752234,-0.097353391,-1.602439805,0.203507774,-1.830759692,-2.34376807,-6.134027364,-1.263901643,-3.867772784,0.298429617,-0.397696029,0.278629777,-5.434727791,-1.65843041,0.073369753,-0.859405165,-0.321864038,0.354753301,0.376230486,-0.346413152,-1.975712556,-1.933237162,-0.371015884,0.139099935870707,0.0218764560922172,-0.379131159,-3.678322435,2.60089689,-1.744191335,0.181778766,0.623330233,0.051683298,0.385053945,-0.604361758,1.710980838,-0.236911011,-1.30137523,0.907284737,0.881903815,-0.37007415,2.188844236,-0.790178298,-0.167252217,-1.45780728,0.653960638,0.452191624,-0.702366831,0.169752498,0.177423123,-0.047012996
"31","NP_061155",2.631479843,2.419692574,-1.992906981,-1.233137402,0.506300423,1.272967879,-2.061491435,2.646757535,-2.521730189,1.811670239,-0.6281206,0.137977907,-0.940157934,0.097835673,2.277709995,-0.850757989,-0.859090958,-0.147407691,-2.367331246,-2.521900164,-2.977446023,-2.401341337,0.913583364,1.070180419,1.777453988,-0.996709996,-3.224823764,-1.294067475,-5.724120453,-2.005456728,-2.943845442,1.299517912,-1.123591392,-3.860739509,0.436948635,-2.097298274,-4.632905288,-0.20784272,-1.529035737,-0.081096503,-1.44230714,-0.012717791,-3.518831617,-1.401305748,-0.993822202,0.443956281,-1.775255063,1.132939879,1.332560593,0.871094503,-3.610261207,-2.118028707,-0.474498008,0.427642108,-2.04665304,2.657212043,-2.797872941,3.332392173,-3.525057751,0.154888847,1.209364405,0.253388817,1.318264078,2.934943069,0.891069415,-0.30051762,-1.92181663,2.038908564,3.156518007,-0.684272192,-0.406076742,-2.531618063,-0.749410378,-2.916677879,-0.111482969,2.304631218,-2.432928439,3.184930768,1.768339997,3.480372235
"32","NP_065178",0.231306999,2.290160384,-0.31893676,0.516497312,0.211112225,0.52325435,0.226647078,0.472696678,1.725376178,0.528970443,-0.357625216,0.418014316,-1.420401417,-0.805080402,1.906684759,0.558335356,1.961477551,1.054554023,1.449189335,1.454037653,-0.30562428,0.356847486,0.32299655,0.302010361,-0.204693783,0.459664063,1.298012875,0.67637316,-0.327754018,0.513659221,-0.111562444,0.477008861,1.737007392,1.972099531,0.988481002,1.319046946,1.158737349,0.814690522,0.813316049,0.425695861,0.468909601,-0.634632792,-1.021603162,0.912816211,2.156934997,-2.468014831,0.18851281,-0.100830613,-0.777961023,0.503370109,-0.338208122,-0.464381293,-0.117756999,-0.109541793,-0.412354522,0.219346287,-0.240376792,0.029078635,-0.350620141,0.75991202,-0.150592757,0.20552649,1.192354775,1.198554799,-0.045972211,-0.834106396,-0.491057368,2.035111168,0.843051709,0.561163421,-0.826050391,1.189440448,1.227730545,-0.766913572,1.027033994,0.998504318,1.495645326,1.575307083,-2.073958541,2.261875141
"33","NP_077006",0.417987109,-1.263879071,0.301873388,-4.10682042,-1.5665767,0.329425974,-0.710435964,-1.772644862,0.415976777,0.444678742,3.597545097,-3.205589329,1.490809076,0.889462092,-4.029719011,0.551641326,-1.241800389,-2.229806361,-0.748933278,-0.515313441,1.423431665,-1.08859026,2.761678156,0.644865924,-4.320491066,-0.870411975,1.282427635,-1.046866741,-1.432050778,1.193820527,3.585393111,-4.471986273,3.773154124,-3.439088494,0.461044709,0.114083502,-2.608070846,-3.543647889,-5.530553373,-1.081045563,1.808635061,-1.197717996,-0.818449408,1.89394979,-1.668984459,-1.133159521,-0.19680481,-3.422899263,2.061350088,-1.721516976,-0.240667244,0.222664194,-0.891149722,1.29310506,2.278602521,1.176233955,0.706455799,-1.741735736,2.65437581,-2.829892139,-0.530843937,-0.085066207,-4.418015667,-5.567371911,-0.909807459,0.893873149,1.461193589,-0.942046819,-5.41566933,4.104408809,-0.316920325,1.119158126,-1.280309329,0.517806134,0.538179252,-3.422232884,0.14302246,-2.41206555,-1.460351051,-4.235782959
"34","NP_113611",1.233283916,0.48480549,1.141629972,-2.036029048,0.624375703,-0.690915853,-4.522745691,1.149863175,-1.666305938,-1.384084681,-0.29824818,1.028696122,1.945552905,1.16663633,0.980958428,-0.151231839,0.047930394,5.012012966,0.716481797,0.932738834,-1.048883623,1.158613735,0.314961355,1.690792387,1.446043931,-1.280880545,-0.09219053,0.099571447,-4.002396686,-0.497585895,-0.123091412,0.223285731,-1.535817417,-2.34201502,0.932256829,-1.207268458,-0.709263443,-1.314190163,-0.086754313,0.037079295,-1.367357463,2.567389037,-3.106273224,0.38165079,-0.616312123,1.136821288,-2.116632955,1.583598562,0.250918265,-1.480487542,-1.585549045,-1.298312367,-0.580703347,0.139099935870707,0.0218764560922172,4.168621186,-1.32696327,2.11433668,-0.876235083,-1.122382295,-0.387690552,0.916623914,0.529479323,2.921637412,0.803221763,0.508699794,-2.555629612,0.516153011,-0.057610743,0.731511757,3.617693129,-1.453955787,-0.438193751,-2.751091783,-1.066679405,0.640575312,-1.033892043,0.421775521155017,-0.347399010153462,-0.0978674344189534
"35","NP_114172",1.031364613,1.322716842,-2.646974816,-0.590824084,0.653894522,-0.610458791,-3.860389805,2.260196904,-3.317124668,0.221122492,-0.09372728,-0.992289524,-0.162418489,0.807569704,2.733226126,0.953283135,-0.273545528,-0.934692614,-1.099183585,-2.923217509,-3.482079998,-0.611482879,1.291237517,1.222078453,3.866915492,-0.925667359,-0.131799823192513,-0.399705875746,-0.533949456864791,-2.38332412,-3.189796748,0.50767869,-2.172894002,-2.908120549,-1.935176014,0.654947775,-3.311021669,1.941991515,-1.46758515,-0.44016912,-1.376726173,-0.671051238,2.71017503,-0.890439643,-1.117238959,1.289445398,1.141666925,1.610687335,3.212243906,2.888943485,-1.266324354,-0.928729277,1.676840902,2.142289711,-1.423928949,1.254002211,-1.686829532,-0.106628635,-2.971778864,-1.043953366,-0.477161417,1.193541661,0.170267486,2.781928011,1.213177474,-0.837640096,-1.659733625,1.651574234,2.036870959,-0.926545381,1.895566549,-0.852651474,-0.910510749,-1.386433963,0.920901056,0.590339662,0.358513848,0.421775521155017,-0.347399010153462,-0.0978674344189534
